component,table,column,data_type,column_desc,table_desc,is_pii
KODASP,KOD_AFC_BRCD_BRAN,MC_ID,VARCHAR,MC_ID (식별자),KOD_AFC_BRCD_BRAN 테이블,N
KODASP,KOD_AFC_BRCD_BRAN,MC_NM,VARCHAR,MC_NM (명),KOD_AFC_BRCD_BRAN 테이블,N
KODASP,KOD_AFC_BRCD_BRAN,AFC_BRCD_BRAN_CTG_NM,VARCHAR,AFC_BRCD_BRAN_CTG_NM (명),KOD_AFC_BRCD_BRAN 테이블,N
KODASP,KOD_AFC_BRCD_BRAN,KSK_GUD_PHR_EXPS_YN,CHAR,KSK_GUD_PHR_EXPS_YN (여부),KOD_AFC_BRCD_BRAN 테이블,N
KODASP,KOD_MB_GFCT_BRAN_PLCY,MB_GFCT_BRAN_PLCY_ID,VARCHAR,MB_GFCT_BRAN_PLCY_ID (식별자),KOD_MB_GFCT_BRAN_PLCY 테이블,N
KODASP,KOD_MB_GFCT_BRAN_PLCY,ASP_ID,VARCHAR,ASP_ID (식별자),KOD_MB_GFCT_BRAN_PLCY 테이블,N
KODASP,KOD_MB_GFCT_BRAN_PLCY,BRAN_NM,VARCHAR,BRAN_NM (명),KOD_MB_GFCT_BRAN_PLCY 테이블,N
KODASP,KOD_MB_GFCT_BRAN_PLCY,MB_GFCT_BRAN_CTG_ID,VARCHAR,MB_GFCT_BRAN_CTG_ID (식별자),KOD_MB_GFCT_BRAN_PLCY 테이블,N
KODASP,KOD_MB_GFCT_BRAN_PLCY,CLR_DV_CD,VARCHAR,CLR_DV_CD (코드),KOD_MB_GFCT_BRAN_PLCY 테이블,N
KODASP,KOD_MB_GFCT_BRAN_PLCY,PPH_PRD_CON_ID,VARCHAR,PPH_PRD_CON_ID (식별자),KOD_MB_GFCT_BRAN_PLCY 테이블,N
KODASP,KOD_MB_GFCT_BRAN_PLCY,MC_BU_FEE_TYPE_CD,VARCHAR,MC_BU_FEE_TYPE_CD (코드),KOD_MB_GFCT_BRAN_PLCY 테이블,N
KODASP,KOD_MB_GFCT_BRAN_PLCY,FEE_FAMT_FRTE_DV_CD,VARCHAR,FEE_FAMT_FRTE_DV_CD (코드),KOD_MB_GFCT_BRAN_PLCY 테이블,N
KODASP,KOD_MB_GFCT_BRAN_PLCY,FEERT,VARCHAR,FEERT 항목,KOD_MB_GFCT_BRAN_PLCY 테이블,N
KODASP,KOD_MB_GFCT_BRAN_PLCY,MAX_HLD_LMT_AMT,BIGINT,MAX_HLD_LMT_AMT (금액),KOD_MB_GFCT_BRAN_PLCY 테이블,N
KODASP,KOD_MB_GFCT_BRAN_PLCY,BYMN_BUY_LMT_AMT,BIGINT,BYMN_BUY_LMT_AMT (금액),KOD_MB_GFCT_BRAN_PLCY 테이블,N
KODASP,KOD_MB_GFCT_BRAN_PLCY,BYDT_BUY_LMT_AMT,BIGINT,BYDT_BUY_LMT_AMT (금액),KOD_MB_GFCT_BRAN_PLCY 테이블,N
KODASP,KOD_MB_GFCT_BRAN_PLCY,EXPS_WGHT,VARCHAR,EXPS_WGHT 항목,KOD_MB_GFCT_BRAN_PLCY 테이블,N
KODASP,KOD_MB_GFCT_BRAN_PLCY,BRAN_ORT_DV_CD,VARCHAR,BRAN_ORT_DV_CD (코드),KOD_MB_GFCT_BRAN_PLCY 테이블,N
KODASP,KOD_MB_GFCT_BRAN_PLCY,OUTS_PBLS_DV_CD,VARCHAR,OUTS_PBLS_DV_CD (코드),KOD_MB_GFCT_BRAN_PLCY 테이블,N
KODASP,KOD_MB_GFCT_BRAN_PLCY,PBLS_BRAN_ID,VARCHAR,PBLS_BRAN_ID (식별자),KOD_MB_GFCT_BRAN_PLCY 테이블,N
KODASP,KOD_MB_GFCT_BRAN_PLCY,STLM_MC_ID,VARCHAR,STLM_MC_ID (식별자),KOD_MB_GFCT_BRAN_PLCY 테이블,N
KODASP,KOD_MB_GFCT_BRAN_PLCY,STLM_MC_NM,VARCHAR,STLM_MC_NM (명),KOD_MB_GFCT_BRAN_PLCY 테이블,N
KODASP,KOD_MB_GFCT_BRAN_PLCY,EXPS_YN,CHAR,EXPS_YN (여부),KOD_MB_GFCT_BRAN_PLCY 테이블,N
KODASP,KOD_MB_GFCT_PLCY,MB_GFCT_PLCY_ID,VARCHAR,MB_GFCT_PLCY_ID (식별자),KOD_MB_GFCT_PLCY 테이블,N
KODASP,KOD_MB_GFCT_PLCY,MB_GFCT_BRAN_PLCY_ID,VARCHAR,MB_GFCT_BRAN_PLCY_ID (식별자),KOD_MB_GFCT_PLCY 테이블,N
KODASP,KOD_MB_GFCT_PLCY,ASP_ID,VARCHAR,ASP_ID (식별자),KOD_MB_GFCT_PLCY 테이블,N
KODASP,KOD_MB_GFCT_PLCY,KA_ID,VARCHAR,KA_ID (식별자),KOD_MB_GFCT_PLCY 테이블,N
KODASP,KOD_MB_GFCT_PLCY,PNT_PLCY_ID,VARCHAR,PNT_PLCY_ID (식별자),KOD_MB_GFCT_PLCY 테이블,N
KODASP,KOD_MB_GFCT_PLCY,STLM_MC_ID,VARCHAR,STLM_MC_ID (식별자),KOD_MB_GFCT_PLCY 테이블,N
KODASP,KOD_MB_GFCT_PLCY,PLCY_NM,VARCHAR,PLCY_NM (명),KOD_MB_GFCT_PLCY 테이블,N
KODASP,KOD_MB_GFCT_PLCY,TG_NM,VARCHAR,TG_NM (명),KOD_MB_GFCT_PLCY 테이블,N
KODASP,KOD_MB_GFCT_PLCY,BNF_MHD_CD,VARCHAR,BNF_MHD_CD (코드),KOD_MB_GFCT_PLCY 테이블,N
KODASP,KOD_MB_GFCT_PLCY,BNFR,VARCHAR,BNFR 항목,KOD_MB_GFCT_PLCY 테이블,N
KODASP,KOD_MB_GFCT_PLCY,FCVAL,VARCHAR,FCVAL 항목,KOD_MB_GFCT_PLCY 테이블,N
KODASP,KOD_MB_GFCT_PLCY,SLPC,VARCHAR,SLPC 항목,KOD_MB_GFCT_PLCY 테이블,N
KODASP,KOD_MB_GFCT_PLCY,ONCE_BUY_LMT_QTY,BIGINT,ONCE_BUY_LMT_QTY 항목,KOD_MB_GFCT_PLCY 테이블,N
KODASP,KOD_MB_GFCT_PLCY,PMBR_MAX_BUY_QTY,BIGINT,PMBR_MAX_BUY_QTY 항목,KOD_MB_GFCT_PLCY 테이블,N
KODASP,KOD_MB_GFCT_PLCY,VL_PRID_DCNT,BIGINT,VL_PRID_DCNT (건수),KOD_MB_GFCT_PLCY 테이블,N
KODASP,KOD_MB_GFCT_PLCY,VL_PRID_EXTS_PSBL_YN,CHAR,VL_PRID_EXTS_PSBL_YN (여부),KOD_MB_GFCT_PLCY 테이블,N
KODASP,KOD_MB_GFCT_PLCY,VL_PRID_EXTS_PSBL_DCNT,BIGINT,VL_PRID_EXTS_PSBL_DCNT (건수),KOD_MB_GFCT_PLCY 테이블,N
KODASP,KOD_MB_GFCT_PLCY,VL_PRID_MAX_DCNT,BIGINT,VL_PRID_MAX_DCNT (건수),KOD_MB_GFCT_PLCY 테이블,N
KODASP,KOD_MB_GFCT_PLCY,STC_PSBL_DCNT,BIGINT,STC_PSBL_DCNT (건수),KOD_MB_GFCT_PLCY 테이블,N
KODASP,KOD_MB_GFCT_PLCY,XNG_IPSB_YN,CHAR,XNG_IPSB_YN (여부),KOD_MB_GFCT_PLCY 테이블,N
KODASP,KOD_MB_GFCT_PLCY,RFND_FEE_CD,VARCHAR,RFND_FEE_CD (코드),KOD_MB_GFCT_PLCY 테이블,N
KODASP,KOD_MB_GFCT_PLCY,VL_PRID_EXN_AF_FEE_CD,VARCHAR,VL_PRID_EXN_AF_FEE_CD (코드),KOD_MB_GFCT_PLCY 테이블,N
KODASP,KOD_MB_GFCT_PLCY,PBL_QTY,BIGINT,PBL_QTY 항목,KOD_MB_GFCT_PLCY 테이블,N
KODASP,KOD_MB_GFCT_PLCY,EXPS_YN,CHAR,EXPS_YN (여부),KOD_MB_GFCT_PLCY 테이블,N
KODASP,KOD_MB_GFCT_PLCY,MB_GFCT_ST_CD,VARCHAR,MB_GFCT_ST_CD (코드),KOD_MB_GFCT_PLCY 테이블,N
KODASP,KOMSCO_MERCHANT,BASE_DATE,TIMESTAMP,BASE_DATE 항목,KOMSCO_MERCHANT 테이블,N
KODASP,KOMSCO_MERCHANT,MERCHANT_TYPE,VARCHAR,MERCHANT_TYPE 항목,KOMSCO_MERCHANT 테이블,N
KODASP,KOMSCO_MERCHANT,MCT_MNG_NO,BIGINT,MCT_MNG_NO (번호),KOMSCO_MERCHANT 테이블,N
KODASP,KOMSCO_MERCHANT,BIZ_LICENSE_NO,BIGINT,BIZ_LICENSE_NO (번호),KOMSCO_MERCHANT 테이블,N
KODASP,KOMSCO_MERCHANT,REG_TYPE,VARCHAR,REG_TYPE 항목,KOMSCO_MERCHANT 테이블,N
KODASP,KOMSCO_MERCHANT,SIMPLE_NM,VARCHAR,SIMPLE_NM (명),KOMSCO_MERCHANT 테이블,N
KODASP,KOMSCO_MERCHANT,AREA_CD,VARCHAR,AREA_CD (코드),KOMSCO_MERCHANT 테이블,N
KODASP,KOMSCO_MERCHANT,ADDR_NEW_OLD_TYPE,VARCHAR,ADDR_NEW_OLD_TYPE 항목,KOMSCO_MERCHANT 테이블,N
KODASP,KOMSCO_MERCHANT,ZIP_CD,VARCHAR,ZIP_CD (코드),KOMSCO_MERCHANT 테이블,N
KODASP,KOMSCO_MERCHANT,ADDR1,VARCHAR,ADDR1 항목,KOMSCO_MERCHANT 테이블,N
KODASP,KOMSCO_MERCHANT,ADDR2,VARCHAR,ADDR2 항목,KOMSCO_MERCHANT 테이블,N
KODASP,KOMSCO_MERCHANT,INDUSTRY_CD,VARCHAR,INDUSTRY_CD (코드),KOMSCO_MERCHANT 테이블,N
KODASP,KOMSCO_MERCHANT,CODE_NAME,VARCHAR,CODE_NAME 항목,KOMSCO_MERCHANT 테이블,N
KODASP,KOMSCO_MERCHANT,PAYMENT_TYPE,VARCHAR,PAYMENT_TYPE 항목,KOMSCO_MERCHANT 테이블,N
KODASP,KOMSCO_MERCHANT,TEMNT_YN,CHAR,TEMNT_YN (여부),KOMSCO_MERCHANT 테이블,N
KODASP,KOMSCO_MERCHANT,SYS_CRE_ID,VARCHAR,SYS_CRE_ID (식별자),KOMSCO_MERCHANT 테이블,N
KODASP,KOMSCO_MERCHANT,SYS_UPD_ID,VARCHAR,SYS_UPD_ID (식별자),KOMSCO_MERCHANT 테이블,N
KODASP,KOMSCO_MERCHANT,tel_no,BIGINT,tel_no (번호),KOMSCO_MERCHANT 테이블,N
KODASP,MEMBER_POLICY,ASP_ID,VARCHAR,ASP_ID (식별자),MEMBER_POLICY 테이블,N
KODASP,MEMBER_POLICY,REJOIN_AFTER_LEAVING,VARCHAR,REJOIN_AFTER_LEAVING 항목,MEMBER_POLICY 테이블,N
KODASP,MERCHANT,PLAYER_ID,VARCHAR,PLAYER_ID (식별자),MERCHANT 테이블,N
KODASP,MERCHANT,ROLE_CD,VARCHAR,ROLE_CD (코드),MERCHANT 테이블,N
KODASP,MERCHANT,MCT_TYPE,VARCHAR,MCT_TYPE 항목,MERCHANT 테이블,N
KODASP,MERCHANT,STATUS,VARCHAR,STATUS 항목,MERCHANT 테이블,N
KODASP,MERCHANT,ALIAS_ID,VARCHAR,ALIAS_ID (식별자),MERCHANT 테이블,N
KODASP,MERCHANT,ALIAS_USE_YN,CHAR,ALIAS_USE_YN (여부),MERCHANT 테이블,N
KODASP,MERCHANT,PMNT_SETL_POLICY,VARCHAR,PMNT_SETL_POLICY 항목,MERCHANT 테이블,N
KODASP,MERCHANT,PARENT_MCT_ID,VARCHAR,PARENT_MCT_ID (식별자),MERCHANT 테이블,N
KODASP,MERCHANT,MA_PORTAL_ID,VARCHAR,MA_PORTAL_ID (식별자),MERCHANT 테이블,N
KODASP,MERCHANT,MAX_PAYMENT,VARCHAR,MAX_PAYMENT 항목,MERCHANT 테이블,N
KODASP,MERCHANT,MAX_REFUND,VARCHAR,MAX_REFUND 항목,MERCHANT 테이블,N
KODASP,MERCHANT,EXTERNAL_ID,VARCHAR,EXTERNAL_ID (식별자),MERCHANT 테이블,N
KODASP,MERCHANT,SALES_CD,VARCHAR,SALES_CD (코드),MERCHANT 테이블,N
KODASP,MERCHANT_ASP,MCT_ID,VARCHAR,MCT_ID (식별자),MERCHANT_ASP 테이블,N
KODASP,MERCHANT_ASP,ROLE_CD,VARCHAR,ROLE_CD (코드),MERCHANT_ASP 테이블,N
KODASP,MERCHANT_ASP,MCT_ROLE_CD,VARCHAR,MCT_ROLE_CD (코드),MERCHANT_ASP 테이블,N
KODASP,MERCHANT_ASP,PLAYER_ID,VARCHAR,PLAYER_ID (식별자),MERCHANT_ASP 테이블,N
KODASP,MERCHANT_CHANGE_NOTICE,BASE_DATE,TIMESTAMP,BASE_DATE 항목,MERCHANT_CHANGE_NOTICE 테이블,N
KODASP,MERCHANT_CHANGE_NOTICE,MCT_MNG_NO,BIGINT,MCT_MNG_NO (번호),MERCHANT_CHANGE_NOTICE 테이블,N
KODASP,MERCHANT_CHANGE_NOTICE,MERCHANT_TYPE,VARCHAR,MERCHANT_TYPE 항목,MERCHANT_CHANGE_NOTICE 테이블,N
KODASP,MERCHANT_CHANGE_NOTICE,SIMPLE_NM,VARCHAR,SIMPLE_NM (명),MERCHANT_CHANGE_NOTICE 테이블,N
KODASP,MERCHANT_CHANGE_NOTICE,OLD_BIZ_TYPE,VARCHAR,OLD_BIZ_TYPE 항목,MERCHANT_CHANGE_NOTICE 테이블,N
KODASP,MERCHANT_CHANGE_NOTICE,NEW_BIZ_TYPE,VARCHAR,NEW_BIZ_TYPE 항목,MERCHANT_CHANGE_NOTICE 테이블,N
KODASP,MERCHANT_CHANGE_NOTICE,OLD_ADDR,VARCHAR,OLD_ADDR 항목,MERCHANT_CHANGE_NOTICE 테이블,N
KODASP,MERCHANT_CHANGE_NOTICE,NEW_ADDR,VARCHAR,NEW_ADDR 항목,MERCHANT_CHANGE_NOTICE 테이블,N
KODASP,MERCHANT_CHANGE_NOTICE,OLD_TEMNT_YN,CHAR,OLD_TEMNT_YN (여부),MERCHANT_CHANGE_NOTICE 테이블,N
KODASP,MERCHANT_CHANGE_NOTICE,NEW_TEMNT_YN,CHAR,NEW_TEMNT_YN (여부),MERCHANT_CHANGE_NOTICE 테이블,N
KODASP,MERCHANT_CHANGE_NOTICE,SYS_CRE_ID,VARCHAR,SYS_CRE_ID (식별자),MERCHANT_CHANGE_NOTICE 테이블,N
KODASP,MERCHANT_CHANGE_NOTICE,SYS_UPD_ID,VARCHAR,SYS_UPD_ID (식별자),MERCHANT_CHANGE_NOTICE 테이블,N
KODASP,NH_MERCHANT,SEQ,VARCHAR,SEQ 항목,NH_MERCHANT 테이블,N
KODASP,NH_MERCHANT,DATA_TYPE,VARCHAR,DATA_TYPE 항목,NH_MERCHANT 테이블,N
KODASP,NH_MERCHANT,REVISION_SEQ,VARCHAR,REVISION_SEQ 항목,NH_MERCHANT 테이블,N
KODASP,NH_MERCHANT,BIZ_LICENSE_NO,BIGINT,BIZ_LICENSE_NO (번호),NH_MERCHANT 테이블,N
KODASP,NH_MERCHANT,MCT_MNG_NO,BIGINT,MCT_MNG_NO (번호),NH_MERCHANT 테이블,N
KODASP,NH_MERCHANT,SIMPLE_NM,VARCHAR,SIMPLE_NM (명),NH_MERCHANT 테이블,N
KODASP,NH_MERCHANT,ZIP_CD,VARCHAR,ZIP_CD (코드),NH_MERCHANT 테이블,N
KODASP,NH_MERCHANT,ADDR1,VARCHAR,ADDR1 항목,NH_MERCHANT 테이블,N
KODASP,NH_MERCHANT,ADDR2,VARCHAR,ADDR2 항목,NH_MERCHANT 테이블,N
KODASP,NH_MERCHANT,MCT_REG_DATE,TIMESTAMP,MCT_REG_DATE 항목,NH_MERCHANT 테이블,N
KODASP,NH_MERCHANT,TEMNT_DATE,TIMESTAMP,TEMNT_DATE 항목,NH_MERCHANT 테이블,N
KODASP,NH_MERCHANT,SUSPENDED_YN,CHAR,SUSPENDED_YN (여부),NH_MERCHANT 테이블,N
KODASP,NH_MERCHANT,BIZ_TYPE,VARCHAR,BIZ_TYPE 항목,NH_MERCHANT 테이블,N
KODASP,NH_MERCHANT,BIZ_NAME,VARCHAR,BIZ_NAME 항목,NH_MERCHANT 테이블,N
KODASP,NH_MERCHANT,ADDR_NEW_OLD_TYPE,VARCHAR,ADDR_NEW_OLD_TYPE 항목,NH_MERCHANT 테이블,N
KODASP,NH_MERCHANT,SALES_CD,VARCHAR,SALES_CD (코드),NH_MERCHANT 테이블,N
KODASP,NH_MERCHANT,SI_DO_NM,VARCHAR,SI_DO_NM (명),NH_MERCHANT 테이블,N
KODASP,NH_MERCHANT,SI_GUN_GU_NM,VARCHAR,SI_GUN_GU_NM (명),NH_MERCHANT 테이블,N
KODASP,NH_MERCHANT,ADMIN_DONG_NAME,VARCHAR,ADMIN_DONG_NAME 항목,NH_MERCHANT 테이블,N
KODASP,NH_MERCHANT,ADMIN_DONG_CODE,VARCHAR,ADMIN_DONG_CODE 항목,NH_MERCHANT 테이블,N
KODASP,NH_MERCHANT,LEGAL_DONG_NAME,VARCHAR,LEGAL_DONG_NAME 항목,NH_MERCHANT 테이블,N
KODASP,NH_MERCHANT,LEGAL_DONG_CODE,VARCHAR,LEGAL_DONG_CODE 항목,NH_MERCHANT 테이블,N
KODASP,NH_MERCHANT,ROAD_NM,VARCHAR,ROAD_NM (명),NH_MERCHANT 테이블,N
KODASP,NH_MERCHANT,BUILDING_NO,BIGINT,BUILDING_NO (번호),NH_MERCHANT 테이블,N
KODASP,NH_MERCHANT,SUB_BUILDING_NO,BIGINT,SUB_BUILDING_NO (번호),NH_MERCHANT 테이블,N
KODASP,NH_MERCHANT,LATITUDE,VARCHAR,LATITUDE 항목,NH_MERCHANT 테이블,N
KODASP,NH_MERCHANT,LONGITUDE,VARCHAR,LONGITUDE 항목,NH_MERCHANT 테이블,N
KODASP,NH_MERCHANT,MERCHANT_FEE_RATE,VARCHAR,MERCHANT_FEE_RATE 항목,NH_MERCHANT 테이블,N
KODASP,NH_MERCHANT,REPR_NM,VARCHAR,REPR_NM (명),NH_MERCHANT 테이블,N
KODASP,NH_MERCHANT,TEL_NO,BIGINT,TEL_NO (번호),NH_MERCHANT 테이블,N
KODASP,NH_MERCHANT_HISTORY,SEQ,VARCHAR,SEQ 항목,NH_MERCHANT_HISTORY 테이블,N
KODASP,NH_MERCHANT_HISTORY,TYPE,VARCHAR,TYPE 항목,NH_MERCHANT_HISTORY 테이블,N
KODASP,NH_MERCHANT_HISTORY,REVISION_SEQ,VARCHAR,REVISION_SEQ 항목,NH_MERCHANT_HISTORY 테이블,N
KODASP,NH_MERCHANT_HISTORY,TRIGGER_REG_DATE,TIMESTAMP,TRIGGER_REG_DATE 항목,NH_MERCHANT_HISTORY 테이블,N
KODASP,NH_MERCHANT_HISTORY,DATA_TYPE,VARCHAR,DATA_TYPE 항목,NH_MERCHANT_HISTORY 테이블,N
KODASP,NH_MERCHANT_HISTORY,BIZ_LICENSE_NO,BIGINT,BIZ_LICENSE_NO (번호),NH_MERCHANT_HISTORY 테이블,N
KODASP,NH_MERCHANT_HISTORY,MCT_MNG_NO,BIGINT,MCT_MNG_NO (번호),NH_MERCHANT_HISTORY 테이블,N
KODASP,NH_MERCHANT_HISTORY,SIMPLE_NM,VARCHAR,SIMPLE_NM (명),NH_MERCHANT_HISTORY 테이블,N
KODASP,NH_MERCHANT_HISTORY,ZIP_CD,VARCHAR,ZIP_CD (코드),NH_MERCHANT_HISTORY 테이블,N
KODASP,NH_MERCHANT_HISTORY,ADDR1,VARCHAR,ADDR1 항목,NH_MERCHANT_HISTORY 테이블,N
KODASP,NH_MERCHANT_HISTORY,ADDR2,VARCHAR,ADDR2 항목,NH_MERCHANT_HISTORY 테이블,N
KODASP,NH_MERCHANT_HISTORY,MCT_REG_DATE,TIMESTAMP,MCT_REG_DATE 항목,NH_MERCHANT_HISTORY 테이블,N
KODASP,NH_MERCHANT_HISTORY,TEMNT_DATE,TIMESTAMP,TEMNT_DATE 항목,NH_MERCHANT_HISTORY 테이블,N
KODASP,NH_MERCHANT_HISTORY,SUSPENDED_YN,CHAR,SUSPENDED_YN (여부),NH_MERCHANT_HISTORY 테이블,N
KODASP,NH_MERCHANT_HISTORY,BIZ_TYPE,VARCHAR,BIZ_TYPE 항목,NH_MERCHANT_HISTORY 테이블,N
KODASP,NH_MERCHANT_HISTORY,BIZ_NAME,VARCHAR,BIZ_NAME 항목,NH_MERCHANT_HISTORY 테이블,N
KODASP,NH_MERCHANT_HISTORY,ADDR_NEW_OLD_TYPE,VARCHAR,ADDR_NEW_OLD_TYPE 항목,NH_MERCHANT_HISTORY 테이블,N
KODASP,NH_MERCHANT_HISTORY,SALES_CD,VARCHAR,SALES_CD (코드),NH_MERCHANT_HISTORY 테이블,N
KODASP,NH_MERCHANT_HISTORY,SI_DO_NM,VARCHAR,SI_DO_NM (명),NH_MERCHANT_HISTORY 테이블,N
KODASP,NH_MERCHANT_HISTORY,SI_GUN_GU_NM,VARCHAR,SI_GUN_GU_NM (명),NH_MERCHANT_HISTORY 테이블,N
KODASP,NH_MERCHANT_HISTORY,ADMIN_DONG_NAME,VARCHAR,ADMIN_DONG_NAME 항목,NH_MERCHANT_HISTORY 테이블,N
KODASP,NH_MERCHANT_HISTORY,ADMIN_DONG_CODE,VARCHAR,ADMIN_DONG_CODE 항목,NH_MERCHANT_HISTORY 테이블,N
KODASP,NH_MERCHANT_HISTORY,LEGAL_DONG_NAME,VARCHAR,LEGAL_DONG_NAME 항목,NH_MERCHANT_HISTORY 테이블,N
KODASP,NH_MERCHANT_HISTORY,LEGAL_DONG_CODE,VARCHAR,LEGAL_DONG_CODE 항목,NH_MERCHANT_HISTORY 테이블,N
KODASP,NH_MERCHANT_HISTORY,ROAD_NM,VARCHAR,ROAD_NM (명),NH_MERCHANT_HISTORY 테이블,N
KODASP,NH_MERCHANT_HISTORY,BUILDING_NO,BIGINT,BUILDING_NO (번호),NH_MERCHANT_HISTORY 테이블,N
KODASP,NH_MERCHANT_HISTORY,SUB_BUILDING_NO,BIGINT,SUB_BUILDING_NO (번호),NH_MERCHANT_HISTORY 테이블,N
KODASP,NH_MERCHANT_HISTORY,LATITUDE,VARCHAR,LATITUDE 항목,NH_MERCHANT_HISTORY 테이블,N
KODASP,NH_MERCHANT_HISTORY,LONGITUDE,VARCHAR,LONGITUDE 항목,NH_MERCHANT_HISTORY 테이블,N
KODASP,NH_MERCHANT_HISTORY,MERCHANT_FEE_RATE,VARCHAR,MERCHANT_FEE_RATE 항목,NH_MERCHANT_HISTORY 테이블,N
KODASP,PAYCO_MERCHANT,SEQ,VARCHAR,SEQ 항목,PAYCO_MERCHANT 테이블,N
KODASP,PAYCO_MERCHANT,MCT_MNG_NO,BIGINT,MCT_MNG_NO (번호),PAYCO_MERCHANT 테이블,N
KODASP,PAYCO_MERCHANT,DATA_TYPE,VARCHAR,DATA_TYPE 항목,PAYCO_MERCHANT 테이블,N
KODASP,PAYCO_MERCHANT,REVISION_SEQ,VARCHAR,REVISION_SEQ 항목,PAYCO_MERCHANT 테이블,N
KODASP,PAYCO_MERCHANT,SIMPLE_NM,VARCHAR,SIMPLE_NM (명),PAYCO_MERCHANT 테이블,N
KODASP,PAYCO_MERCHANT,BIZ_LICENSE_NO,BIGINT,BIZ_LICENSE_NO (번호),PAYCO_MERCHANT 테이블,N
KODASP,PAYCO_MERCHANT,TEL_NO,BIGINT,TEL_NO (번호),PAYCO_MERCHANT 테이블,N
KODASP,PAYCO_MERCHANT,ZIP_CD,VARCHAR,ZIP_CD (코드),PAYCO_MERCHANT 테이블,N
KODASP,PAYCO_MERCHANT,ADDR1,VARCHAR,ADDR1 항목,PAYCO_MERCHANT 테이블,N
KODASP,PAYCO_MERCHANT,ADDR2,VARCHAR,ADDR2 항목,PAYCO_MERCHANT 테이블,N
KODASP,PAYCO_MERCHANT,MCT_REG_DATE,TIMESTAMP,MCT_REG_DATE 항목,PAYCO_MERCHANT 테이블,N
KODASP,PAYCO_MERCHANT,TEMNT_DATE,TIMESTAMP,TEMNT_DATE 항목,PAYCO_MERCHANT 테이블,N
KODASP,PAYCO_MERCHANT,MERCHANT_FEE_RATE,VARCHAR,MERCHANT_FEE_RATE 항목,PAYCO_MERCHANT 테이블,N
KODASP,PAYCO_MERCHANT,BIZ_TYPE,VARCHAR,BIZ_TYPE 항목,PAYCO_MERCHANT 테이블,N
KODASP,PAYCO_MERCHANT,BIZ_NAME,VARCHAR,BIZ_NAME 항목,PAYCO_MERCHANT 테이블,N
KODASP,PAYCO_MERCHANT,SALES_CD,VARCHAR,SALES_CD (코드),PAYCO_MERCHANT 테이블,N
KODASP,PAYCO_MERCHANT,SI_DO_NM,VARCHAR,SI_DO_NM (명),PAYCO_MERCHANT 테이블,N
KODASP,PAYCO_MERCHANT,SI_GUN_GU_NM,VARCHAR,SI_GUN_GU_NM (명),PAYCO_MERCHANT 테이블,N
KODASP,PAYCO_MERCHANT,EUP_MYUN_DONG_NM,VARCHAR,EUP_MYUN_DONG_NM (명),PAYCO_MERCHANT 테이블,N
KODASP,PAYCO_MERCHANT,ROAD_NM_CODE,VARCHAR,ROAD_NM_CODE 항목,PAYCO_MERCHANT 테이블,N
KODASP,PAYCO_MERCHANT,ADMIN_DONG_NAME,VARCHAR,ADMIN_DONG_NAME 항목,PAYCO_MERCHANT 테이블,N
KODASP,PAYCO_MERCHANT,ADMIN_DONG_CODE,VARCHAR,ADMIN_DONG_CODE 항목,PAYCO_MERCHANT 테이블,N
KODASP,PAYCO_MERCHANT,LEGAL_DONG_NAME,VARCHAR,LEGAL_DONG_NAME 항목,PAYCO_MERCHANT 테이블,N
KODASP,PAYCO_MERCHANT,LEGAL_DONG_CODE,VARCHAR,LEGAL_DONG_CODE 항목,PAYCO_MERCHANT 테이블,N
KODASP,PAYCO_MERCHANT,LATITUDE,VARCHAR,LATITUDE 항목,PAYCO_MERCHANT 테이블,N
KODASP,PAYCO_MERCHANT,LONGITUDE,VARCHAR,LONGITUDE 항목,PAYCO_MERCHANT 테이블,N
KODASP,PAYCO_MERCHANT,REPR_NM,VARCHAR,REPR_NM (명),PAYCO_MERCHANT 테이블,N
KODASP,PAYCO_MERCHANT_HISTORY,SEQ,VARCHAR,SEQ 항목,PAYCO_MERCHANT_HISTORY 테이블,N
KODASP,PAYCO_MERCHANT_HISTORY,TYPE,VARCHAR,TYPE 항목,PAYCO_MERCHANT_HISTORY 테이블,N
KODASP,PAYCO_MERCHANT_HISTORY,DATA_TYPE,VARCHAR,DATA_TYPE 항목,PAYCO_MERCHANT_HISTORY 테이블,N
KODASP,PAYCO_MERCHANT_HISTORY,REVISION_SEQ,VARCHAR,REVISION_SEQ 항목,PAYCO_MERCHANT_HISTORY 테이블,N
KODASP,PAYCO_MERCHANT_HISTORY,MCT_MNG_NO,BIGINT,MCT_MNG_NO (번호),PAYCO_MERCHANT_HISTORY 테이블,N
KODASP,PAYCO_MERCHANT_HISTORY,SIMPLE_NM,VARCHAR,SIMPLE_NM (명),PAYCO_MERCHANT_HISTORY 테이블,N
KODASP,PAYCO_MERCHANT_HISTORY,BIZ_LICENSE_NO,BIGINT,BIZ_LICENSE_NO (번호),PAYCO_MERCHANT_HISTORY 테이블,N
KODASP,PAYCO_MERCHANT_HISTORY,REPR_NM,VARCHAR,REPR_NM (명),PAYCO_MERCHANT_HISTORY 테이블,N
KODASP,PAYCO_MERCHANT_HISTORY,TEL_NO,BIGINT,TEL_NO (번호),PAYCO_MERCHANT_HISTORY 테이블,N
KODASP,PAYCO_MERCHANT_HISTORY,ZIP_CD,VARCHAR,ZIP_CD (코드),PAYCO_MERCHANT_HISTORY 테이블,N
