an_component,an_table,an_column,op_component,op_table,op_column,source_expr
KODASP,KB_MERCHANT_HISTORY,ADDR2,KODASP,KB_MERCHANT_HISTORY,ADDR2,
KODASP,KB_MERCHANT_HISTORY,MCT_REG_DATE,KODASP,KB_MERCHANT_HISTORY,MCT_REG_DATE,
KODASP,KB_MERCHANT_HISTORY,TEMNT_DATE,KODASP,KB_MERCHANT_HISTORY,TEMNT_DATE,
KODASP,KB_MERCHANT_HISTORY,SUSPENDED_YN,KODASP,KB_MERCHANT_HISTORY,SUSPENDED_YN,
KODASP,KB_MERCHANT_HISTORY,BIZ_TYPE,KODASP,KB_MERCHANT_HISTORY,BIZ_TYPE,
KODASP,KB_MERCHANT_HISTORY,SUB_CD,KODASP,KB_MERCHANT_HISTORY,SUB_CD,
KODASP,KB_MERCHANT_HISTORY,BIZ_NAME,KODASP,KB_MERCHANT_HISTORY,BIZ_NAME,
KODASP,KB_MERCHANT_HISTORY,CHK_FEE_RATE,KODASP,KB_MERCHANT_HISTORY,CHK_FEE_RATE,
KODASP,KB_MERCHANT_HISTORY,CRD_FEE_RATE,KODASP,KB_MERCHANT_HISTORY,CRD_FEE_RATE,
KODASP,KB_MERCHANT_HISTORY,ADDR_NEW_OLD_TYPE,KODASP,KB_MERCHANT_HISTORY,ADDR_NEW_OLD_TYPE,
KODASP,KB_MERCHANT_HISTORY,BIZ_TXTN_TYPE,KODASP,KB_MERCHANT_HISTORY,BIZ_TXTN_TYPE,
KODASP,KB_MERCHANT_HISTORY,BIZ_TXTN_DVCD,KODASP,KB_MERCHANT_HISTORY,BIZ_TXTN_DVCD,
KODASP,KB_MERCHANT_HISTORY,MCT_RENTRY_DT,KODASP,KB_MERCHANT_HISTORY,MCT_RENTRY_DT,
KODASP,KB_MERCHANT_HISTORY,INST_YN,KODASP,KB_MERCHANT_HISTORY,INST_YN,
KODASP,KB_MERCHANT_HISTORY,INST_MONTHS,KODASP,KB_MERCHANT_HISTORY,INST_MONTHS,
KODASP,KB_MERCHANT_HISTORY,MCT_ABR_FERT,KODASP,KB_MERCHANT_HISTORY,MCT_ABR_FERT,
KODASP,KB_MERCHANT_HISTORY,MONTHLY_APV_LIMIT,KODASP,KB_MERCHANT_HISTORY,MONTHLY_APV_LIMIT,
KODASP,KB_MERCHANT_HISTORY,DAILY_APV_LIMIT,KODASP,KB_MERCHANT_HISTORY,DAILY_APV_LIMIT,
KODASP,KB_MERCHANT_HISTORY,KEY_IN_BLK_YN,KODASP,KB_MERCHANT_HISTORY,KEY_IN_BLK_YN,
KODASP,KB_MERCHANT_HISTORY,KEY_IN_BLK_LIMIT,KODASP,KB_MERCHANT_HISTORY,KEY_IN_BLK_LIMIT,
KODASP,KB_MERCHANT_HISTORY,SMAC_BANK_CD,KODASP,KB_MERCHANT_HISTORY,SMAC_BANK_CD,
KODASP,KB_MERCHANT_HISTORY,SMAC_BANK_CD_NM,KODASP,KB_MERCHANT_HISTORY,SMAC_BANK_CD_NM,
KODASP,KB_MERCHANT_HISTORY,REG_TMNL_INSL_YN,KODASP,KB_MERCHANT_HISTORY,REG_TMNL_INSL_YN,
KODASP,KB_MERCHANT_HISTORY,TMNL_ID_NO,KODASP,KB_MERCHANT_HISTORY,TMNL_ID_NO,
KODASP,KB_MERCHANT_HISTORY,MERC_FEE_DVCD,KODASP,KB_MERCHANT_HISTORY,MERC_FEE_DVCD,
KODASP,KB_MERCHANT_HISTORY,VAN_FEE_DVCD,KODASP,KB_MERCHANT_HISTORY,VAN_FEE_DVCD,
KODASP,KB_MERCHANT_HISTORY,INCOME_DEDUCTION_YN,KODASP,KB_MERCHANT_HISTORY,INCOME_DEDUCTION_YN,
KODASP,KB_MERCHANT_HISTORY,INCOME_DEDUCTION_TYPE,KODASP,KB_MERCHANT_HISTORY,INCOME_DEDUCTION_TYPE,
KODASP,KB_MERCHANT_HISTORY,UNIFORM_YN,KODASP,KB_MERCHANT_HISTORY,UNIFORM_YN,
KODASP,KB_MERCHANT_HISTORY,MERCHANT_FEE_RATE,KODASP,KB_MERCHANT_HISTORY,MERCHANT_FEE_RATE,
KODASP,KB_MERCHANT_HISTORY,LATITUDE,KODASP,KB_MERCHANT_HISTORY,LATITUDE,
KODASP,KB_MERCHANT_HISTORY,LONGITUDE,KODASP,KB_MERCHANT_HISTORY,LONGITUDE,
KODASP,KB_MERCHANT_HISTORY,SALES_CD,KODASP,KB_MERCHANT_HISTORY,SALES_CD,
KODASP,KB_MERCHANT_HISTORY,REG_DATE,KODASP,KB_MERCHANT_HISTORY,,"from_unixtime(to_unix_timestamp(REG_DATE, 'yyyy/MM/dd HH:mm:ss'))"
KODASP,KB_MERCHANT_HISTORY,UPDATE_DATE,KODASP,KB_MERCHANT_HISTORY,,"from_unixtime(to_unix_timestamp(UPDATE_DATE, 'yyyy/MM/dd HH:mm:ss'))"
KODASP,KB_MERCHANT_HISTORY,SI_DO_NM,KODASP,KB_MERCHANT_HISTORY,SI_DO_NM,
KODASP,KB_MERCHANT_HISTORY,SI_GUN_GU_NM,KODASP,KB_MERCHANT_HISTORY,SI_GUN_GU_NM,
KODASP,KB_MERCHANT_HISTORY,EUP_MYUN_DONG_NM,KODASP,KB_MERCHANT_HISTORY,EUP_MYUN_DONG_NM,
KODASP,KB_MERCHANT_HISTORY,ADMIN_DONG_NAME,KODASP,KB_MERCHANT_HISTORY,ADMIN_DONG_NAME,
KODASP,KB_MERCHANT_HISTORY,ADMIN_DONG_CODE,KODASP,KB_MERCHANT_HISTORY,ADMIN_DONG_CODE,
KODASP,KB_MERCHANT_HISTORY,LEGAL_DONG_NAME,KODASP,KB_MERCHANT_HISTORY,LEGAL_DONG_NAME,
KODASP,KB_MERCHANT_HISTORY,LEGAL_DONG_CODE,KODASP,KB_MERCHANT_HISTORY,LEGAL_DONG_CODE,
KODASP,KB_MERCHANT_HISTORY,ROAD_NM_CODE,KODASP,KB_MERCHANT_HISTORY,ROAD_NM_CODE,
KODASP,KB_MERCHANT_HISTORY,pt_reg_m,KODASP,KB_MERCHANT_HISTORY,,"translate(substr(REG_DATE,1,7),'/','')"
KODASP,KOD_AFC_BRCD_BRAN,AFC_BRCD_BRAN_SNO,KODASP,KOD_AFC_BRCD_BRAN,AFC_BRCD_BRAN_SNO,
KODASP,KOD_AFC_BRCD_BRAN,AFC_BRCD_BRAN_NM,KODASP,KOD_AFC_BRCD_BRAN,AFC_BRCD_BRAN_NM,
KODASP,KOD_AFC_BRCD_BRAN,AFC_BRCD_BRAN_ID,KODASP,KOD_AFC_BRCD_BRAN,AFC_BRCD_BRAN_ID,
KODASP,KOD_AFC_BRCD_BRAN,AFC_BRCD_SLL_PRD_ID,KODASP,KOD_AFC_BRCD_BRAN,AFC_BRCD_SLL_PRD_ID,
KODASP,KOD_AFC_BRCD_BRAN,MC_ID,KODASP,KOD_AFC_BRCD_BRAN,MC_ID,
KODASP,KOD_AFC_BRCD_BRAN,MC_NM,KODASP,KOD_AFC_BRCD_BRAN,MC_NM,
KODASP,KOD_AFC_BRCD_BRAN,AFC_BRCD_BRAN_CTG_NM,KODASP,KOD_AFC_BRCD_BRAN,AFC_BRCD_BRAN_CTG_NM,
KODASP,KOD_AFC_BRCD_BRAN,SYS_CRE_DTTM,KODASP,KOD_AFC_BRCD_BRAN,,"from_unixtime(unix_timestamp(SYS_CRE_DTTM, 'yyyy/MM/dd HH:mm:ss'))"
KODASP,KOD_AFC_BRCD_BRAN,SYS_UPD_DTTM,KODASP,KOD_AFC_BRCD_BRAN,,"from_unixtime(unix_timestamp(SYS_UPD_DTTM, 'yyyy/MM/dd HH:mm:ss'))"
KODASP,KOD_AFC_BRCD_BRAN,KSK_GUD_PHR_EXPS_YN,KODASP,KOD_AFC_BRCD_BRAN,KSK_GUD_PHR_EXPS_YN,
KODASP,KOD_MB_GFCT_BRAN_PLCY,MB_GFCT_BRAN_PLCY_ID,KODASP,KOD_MB_GFCT_BRAN_PLCY,MB_GFCT_BRAN_PLCY_ID,
KODASP,KOD_MB_GFCT_BRAN_PLCY,ASP_ID,KODASP,KOD_MB_GFCT_BRAN_PLCY,ASP_ID,
KODASP,KOD_MB_GFCT_BRAN_PLCY,BRAN_NM,KODASP,KOD_MB_GFCT_BRAN_PLCY,BRAN_NM,
KODASP,KOD_MB_GFCT_BRAN_PLCY,MB_GFCT_BRAN_CTG_ID,KODASP,KOD_MB_GFCT_BRAN_PLCY,MB_GFCT_BRAN_CTG_ID,
KODASP,KOD_MB_GFCT_BRAN_PLCY,CLR_DV_CD,KODASP,KOD_MB_GFCT_BRAN_PLCY,CLR_DV_CD,
KODASP,KOD_MB_GFCT_BRAN_PLCY,PPH_PRD_CON_ID,KODASP,KOD_MB_GFCT_BRAN_PLCY,PPH_PRD_CON_ID,
KODASP,KOD_MB_GFCT_BRAN_PLCY,MC_BU_FEE_TYPE_CD,KODASP,KOD_MB_GFCT_BRAN_PLCY,MC_BU_FEE_TYPE_CD,
KODASP,KOD_MB_GFCT_BRAN_PLCY,FEE_FAMT_FRTE_DV_CD,KODASP,KOD_MB_GFCT_BRAN_PLCY,FEE_FAMT_FRTE_DV_CD,
KODASP,KOD_MB_GFCT_BRAN_PLCY,FEERT,KODASP,KOD_MB_GFCT_BRAN_PLCY,FEERT,
KODASP,KOD_MB_GFCT_BRAN_PLCY,MAX_HLD_LMT_AMT,KODASP,KOD_MB_GFCT_BRAN_PLCY,MAX_HLD_LMT_AMT,
KODASP,KOD_MB_GFCT_BRAN_PLCY,BYMN_BUY_LMT_AMT,KODASP,KOD_MB_GFCT_BRAN_PLCY,BYMN_BUY_LMT_AMT,
KODASP,KOD_MB_GFCT_BRAN_PLCY,BYDT_BUY_LMT_AMT,KODASP,KOD_MB_GFCT_BRAN_PLCY,BYDT_BUY_LMT_AMT,
KODASP,KOD_MB_GFCT_BRAN_PLCY,EXPS_WGHT,KODASP,KOD_MB_GFCT_BRAN_PLCY,EXPS_WGHT,
KODASP,KOD_MB_GFCT_BRAN_PLCY,SYS_CRE_DTTM,KODASP,KOD_MB_GFCT_BRAN_PLCY,,"cast(translate(SYS_CRE_DTTM, '/', '-') as timestamp)"
KODASP,KOD_MB_GFCT_BRAN_PLCY,SYS_UPD_DTTM,KODASP,KOD_MB_GFCT_BRAN_PLCY,,"cast(translate(SYS_UPD_DTTM, '/', '-') as timestamp)"
KODASP,KOD_MB_GFCT_BRAN_PLCY,BRAN_ORT_DV_CD,KODASP,KOD_MB_GFCT_BRAN_PLCY,BRAN_ORT_DV_CD,
KODASP,KOD_MB_GFCT_BRAN_PLCY,OUTS_PBLS_DV_CD,KODASP,KOD_MB_GFCT_BRAN_PLCY,OUTS_PBLS_DV_CD,
KODASP,KOD_MB_GFCT_BRAN_PLCY,PBLS_BRAN_ID,KODASP,KOD_MB_GFCT_BRAN_PLCY,PBLS_BRAN_ID,
KODASP,KOD_MB_GFCT_BRAN_PLCY,STLM_MC_ID,KODASP,KOD_MB_GFCT_BRAN_PLCY,STLM_MC_ID,
KODASP,KOD_MB_GFCT_BRAN_PLCY,STLM_MC_NM,KODASP,KOD_MB_GFCT_BRAN_PLCY,STLM_MC_NM,
KODASP,KOD_MB_GFCT_BRAN_PLCY,EXPS_YN,KODASP,KOD_MB_GFCT_BRAN_PLCY,EXPS_YN,
KODASP,KOD_MB_GFCT_PLCY,MB_GFCT_PLCY_ID,KODASP,KOD_MB_GFCT_PLCY,MB_GFCT_PLCY_ID,
KODASP,KOD_MB_GFCT_PLCY,MB_GFCT_BRAN_PLCY_ID,KODASP,KOD_MB_GFCT_PLCY,MB_GFCT_BRAN_PLCY_ID,
KODASP,KOD_MB_GFCT_PLCY,ASP_ID,KODASP,KOD_MB_GFCT_PLCY,ASP_ID,
KODASP,KOD_MB_GFCT_PLCY,KA_ID,KODASP,KOD_MB_GFCT_PLCY,KA_ID,
KODASP,KOD_MB_GFCT_PLCY,PNT_PLCY_ID,KODASP,KOD_MB_GFCT_PLCY,PNT_PLCY_ID,
KODASP,KOD_MB_GFCT_PLCY,STLM_MC_ID,KODASP,KOD_MB_GFCT_PLCY,STLM_MC_ID,
KODASP,KOD_MB_GFCT_PLCY,PLCY_NM,KODASP,KOD_MB_GFCT_PLCY,PLCY_NM,
KODASP,KOD_MB_GFCT_PLCY,TG_NM,KODASP,KOD_MB_GFCT_PLCY,TG_NM,
KODASP,KOD_MB_GFCT_PLCY,BNF_MHD_CD,KODASP,KOD_MB_GFCT_PLCY,BNF_MHD_CD,
KODASP,KOD_MB_GFCT_PLCY,BNFR,KODASP,KOD_MB_GFCT_PLCY,BNFR,
KODASP,KOD_MB_GFCT_PLCY,FCVAL,KODASP,KOD_MB_GFCT_PLCY,FCVAL,
KODASP,KOD_MB_GFCT_PLCY,SLPC,KODASP,KOD_MB_GFCT_PLCY,SLPC,
KODASP,KOD_MB_GFCT_PLCY,ONCE_BUY_LMT_QTY,KODASP,KOD_MB_GFCT_PLCY,ONCE_BUY_LMT_QTY,
KODASP,KOD_MB_GFCT_PLCY,PMBR_MAX_BUY_QTY,KODASP,KOD_MB_GFCT_PLCY,PMBR_MAX_BUY_QTY,
KODASP,KOD_MB_GFCT_PLCY,VL_PRID_DCNT,KODASP,KOD_MB_GFCT_PLCY,VL_PRID_DCNT,
KODASP,KOD_MB_GFCT_PLCY,VL_PRID_EXTS_PSBL_YN,KODASP,KOD_MB_GFCT_PLCY,VL_PRID_EXTS_PSBL_YN,
KODASP,KOD_MB_GFCT_PLCY,VL_PRID_EXTS_PSBL_DCNT,KODASP,KOD_MB_GFCT_PLCY,VL_PRID_EXTS_PSBL_DCNT,
KODASP,KOD_MB_GFCT_PLCY,VL_PRID_MAX_DCNT,KODASP,KOD_MB_GFCT_PLCY,VL_PRID_MAX_DCNT,
KODASP,KOD_MB_GFCT_PLCY,STC_PSBL_DCNT,KODASP,KOD_MB_GFCT_PLCY,STC_PSBL_DCNT,
KODASP,KOD_MB_GFCT_PLCY,XNG_IPSB_YN,KODASP,KOD_MB_GFCT_PLCY,XNG_IPSB_YN,
KODASP,KOD_MB_GFCT_PLCY,RFND_FEE_CD,KODASP,KOD_MB_GFCT_PLCY,RFND_FEE_CD,
KODASP,KOD_MB_GFCT_PLCY,VL_PRID_EXN_AF_FEE_CD,KODASP,KOD_MB_GFCT_PLCY,VL_PRID_EXN_AF_FEE_CD,
KODASP,KOD_MB_GFCT_PLCY,PBL_QTY,KODASP,KOD_MB_GFCT_PLCY,PBL_QTY,
KODASP,KOD_MB_GFCT_PLCY,EXPS_YN,KODASP,KOD_MB_GFCT_PLCY,EXPS_YN,
KODASP,KOD_MB_GFCT_PLCY,SLL_STRT_DTTM,KODASP,KOD_MB_GFCT_PLCY,,"cast(translate(SLL_STRT_DTTM, '/', '-') as timestamp)"
KODASP,KOD_MB_GFCT_PLCY,SLL_END_DTTM,KODASP,KOD_MB_GFCT_PLCY,,"cast(translate(SLL_END_DTTM, '/', '-') as timestamp)"
KODASP,KOD_MB_GFCT_PLCY,MB_GFCT_ST_CD,KODASP,KOD_MB_GFCT_PLCY,MB_GFCT_ST_CD,
KODASP,KOD_MB_GFCT_PLCY,SYS_CRE_DTTM,KODASP,KOD_MB_GFCT_PLCY,,"cast(translate(SYS_CRE_DTTM, '/', '-') as timestamp)"
KODASP,KOD_MB_GFCT_PLCY,SYS_UPD_DTTM,KODASP,KOD_MB_GFCT_PLCY,,"cast(translate(SYS_UPD_DTTM, '/', '-') as timestamp)"
KODASP,KOMSCO_MERCHANT,CRI_DT,KODASP,KOMSCO_MERCHANT,BASE_DATE,
KODASP,KOMSCO_MERCHANT,ACQR_DV_CD,KODASP,KOMSCO_MERCHANT,MERCHANT_TYPE,
KODASP,KOMSCO_MERCHANT,MC_ID,KODASP,KOMSCO_MERCHANT,MCT_MNG_NO,
KODASP,KOMSCO_MERCHANT,pt_cre_dt,KODASP,KOMSCO_MERCHANT,,"cast(translate(substr(SYS_CRE_DTTM, 1, 10), '/', '') as bigint)"
KODASP,KOMSCO_MERCHANT,BZNO,KODASP,KOMSCO_MERCHANT,BIZ_LICENSE_NO,
KODASP,KOMSCO_MERCHANT,MC_REG_ST_CD,KODASP,KOMSCO_MERCHANT,REG_TYPE,
KODASP,KOMSCO_MERCHANT,MC_NM,KODASP,KOMSCO_MERCHANT,SIMPLE_NM,
KODASP,KOMSCO_MERCHANT,ZON_TYPE_CD,KODASP,KOMSCO_MERCHANT,AREA_CD,
KODASP,KOMSCO_MERCHANT,ROAD_NM_ADDR_YN,KODASP,KOMSCO_MERCHANT,ADDR_NEW_OLD_TYPE,
KODASP,KOMSCO_MERCHANT,MC_PSNO,KODASP,KOMSCO_MERCHANT,ZIP_CD,
KODASP,KOMSCO_MERCHANT,MC_BSC_ADDR,KODASP,KOMSCO_MERCHANT,ADDR1,
KODASP,KOMSCO_MERCHANT,MC_DTL_ADDR,KODASP,KOMSCO_MERCHANT,ADDR2,
KODASP,KOMSCO_MERCHANT,STD_INDS_DTL_CL_CD,KODASP,KOMSCO_MERCHANT,INDUSTRY_CD,
KODASP,KOMSCO_MERCHANT,STD_INDS_DTL_CL_CDNM,KODASP,KOMSCO_MERCHANT,CODE_NAME,
KODASP,KOMSCO_MERCHANT,MC_PMNT_TYPE_CD,KODASP,KOMSCO_MERCHANT,PAYMENT_TYPE,
KODASP,KOMSCO_MERCHANT,MC_RSG_YN,KODASP,KOMSCO_MERCHANT,TEMNT_YN,
KODASP,KOMSCO_MERCHANT,SYS_CRE_ID,KODASP,KOMSCO_MERCHANT,SYS_CRE_ID,
KODASP,KOMSCO_MERCHANT,SYS_CRE_DTTM,KODASP,KOMSCO_MERCHANT,,"from_unixtime(unix_timestamp(SYS_CRE_DTTM, 'yyyy/MM/dd HH:mm:ss'))"
KODASP,KOMSCO_MERCHANT,SYS_UPD_ID,KODASP,KOMSCO_MERCHANT,SYS_UPD_ID,
KODASP,KOMSCO_MERCHANT,SYS_UPD_DTTM,KODASP,KOMSCO_MERCHANT,,"from_unixtime(unix_timestamp(SYS_UPD_DTTM, 'yyyy/MM/dd HH:mm:ss'))"
KODASP,KOMSCO_MERCHANT,MC_PHN_NO,KODASP,KOMSCO_MERCHANT,tel_no,
KODASP,MEMBER_POLICY,ASP_ID,KODASP,MEMBER_POLICY,ASP_ID,
KODASP,MEMBER_POLICY,RE_JN_PV_PRID_DCNT,KODASP,MEMBER_POLICY,REJOIN_AFTER_LEAVING,
KODASP,MERCHANT,MC_ID,KODASP,MERCHANT,PLAYER_ID,
KODASP,MERCHANT,ROLE_CD,KODASP,MERCHANT,ROLE_CD,
KODASP,MERCHANT,MC_REP_DV_CD,KODASP,MERCHANT,MCT_TYPE,
KODASP,MERCHANT,MC_ACT_ST_CD,KODASP,MERCHANT,STATUS,
KODASP,MERCHANT,ALIAS_ID,KODASP,MERCHANT,ALIAS_ID,
KODASP,MERCHANT,NKNM_USE_YN,KODASP,MERCHANT,ALIAS_USE_YN,
KODASP,MERCHANT,SYS_CRE_DTTM,KODASP,MERCHANT,,"from_unixtime(unix_timestamp(REG_DATE, 'yyyy/MM/dd HH:mm:ss'))"
KODASP,MERCHANT,SYS_UPD_DTTM,KODASP,MERCHANT,,"from_unixtime(unix_timestamp(UPDATE_DATE, 'yyyy/MM/dd HH:mm:ss'))"
KODASP,MERCHANT,PMNT_SETL_POLICY,KODASP,MERCHANT,PMNT_SETL_POLICY,
KODASP,MERCHANT,REP_MC_ID,KODASP,MERCHANT,PARENT_MCT_ID,
KODASP,MERCHANT,ERA_PO_LGIN_ID,KODASP,MERCHANT,MA_PORTAL_ID,
KODASP,MERCHANT,MAX_PMNT_PSBL_AMT,KODASP,MERCHANT,MAX_PAYMENT,
KODASP,MERCHANT,MAX_XNG_IPSB_AMT,KODASP,MERCHANT,MAX_REFUND,
KODASP,MERCHANT,OUTS_AFC_MC_ID,KODASP,MERCHANT,EXTERNAL_ID,
KODASP,MERCHANT,MC_SL_CD,KODASP,MERCHANT,SALES_CD,
KODASP,MERCHANT_ASP,MC_ID,KODASP,MERCHANT_ASP,MCT_ID,
KODASP,MERCHANT_ASP,ASP_ROLE_CD,KODASP,MERCHANT_ASP,ROLE_CD,
KODASP,MERCHANT_ASP,MC_ROLE_CD,KODASP,MERCHANT_ASP,MCT_ROLE_CD,
KODASP,MERCHANT_ASP,ASP_ID,KODASP,MERCHANT_ASP,PLAYER_ID,
KODASP,MERCHANT_ASP,SYS_CRE_DTTM,KODASP,MERCHANT_ASP,,"from_unixtime(unix_timestamp(REG_DATE, 'yyyy/MM/dd HH:mm:ss'))"
KODASP,MERCHANT_ASP,SYS_UPD_DTTM,KODASP,MERCHANT_ASP,,"from_unixtime(unix_timestamp(UPDATE_DATE, 'yyyy/MM/dd HH:mm:ss'))"
KODASP,MERCHANT_CHANGE_NOTICE,CRI_DT,KODASP,MERCHANT_CHANGE_NOTICE,BASE_DATE,
KODASP,MERCHANT_CHANGE_NOTICE,MC_ID,KODASP,MERCHANT_CHANGE_NOTICE,MCT_MNG_NO,
KODASP,MERCHANT_CHANGE_NOTICE,pt_cre_dt,KODASP,MERCHANT_CHANGE_NOTICE,,"cast(translate(substr(SYS_CRE_DTTM, 1, 10), '/', '') as bigint)"
KODASP,MERCHANT_CHANGE_NOTICE,ACQR_DV_CD,KODASP,MERCHANT_CHANGE_NOTICE,MERCHANT_TYPE,
KODASP,MERCHANT_CHANGE_NOTICE,MC_NM,KODASP,MERCHANT_CHANGE_NOTICE,SIMPLE_NM,
KODASP,MERCHANT_CHANGE_NOTICE,CHG_BF_BZTP_CD,KODASP,MERCHANT_CHANGE_NOTICE,OLD_BIZ_TYPE,
KODASP,MERCHANT_CHANGE_NOTICE,CHG_AF_BZTP_CD,KODASP,MERCHANT_CHANGE_NOTICE,NEW_BIZ_TYPE,
KODASP,MERCHANT_CHANGE_NOTICE,MC_OLD_BSC_ADDR,KODASP,MERCHANT_CHANGE_NOTICE,OLD_ADDR,
KODASP,MERCHANT_CHANGE_NOTICE,MC_N_BSC_ADDR,KODASP,MERCHANT_CHANGE_NOTICE,NEW_ADDR,
KODASP,MERCHANT_CHANGE_NOTICE,PAST_STDN_YN,KODASP,MERCHANT_CHANGE_NOTICE,OLD_TEMNT_YN,
KODASP,MERCHANT_CHANGE_NOTICE,CRNT_STDN_YN,KODASP,MERCHANT_CHANGE_NOTICE,NEW_TEMNT_YN,
KODASP,MERCHANT_CHANGE_NOTICE,SYS_CRE_ID,KODASP,MERCHANT_CHANGE_NOTICE,SYS_CRE_ID,
KODASP,MERCHANT_CHANGE_NOTICE,SYS_CRE_DTTM,KODASP,MERCHANT_CHANGE_NOTICE,,"from_unixtime(unix_timestamp(SYS_CRE_DTTM, 'yyyy/MM/dd HH:mm:ss'))"
KODASP,MERCHANT_CHANGE_NOTICE,SYS_UPD_ID,KODASP,MERCHANT_CHANGE_NOTICE,SYS_UPD_ID,
KODASP,MERCHANT_CHANGE_NOTICE,SYS_UPD_DTTM,KODASP,MERCHANT_CHANGE_NOTICE,,"from_unixtime(unix_timestamp(SYS_UPD_DTTM, 'yyyy/MM/dd HH:mm:ss'))"
KODASP,NH_MERCHANT,NH_MC_SNO,KODASP,NH_MERCHANT,SEQ,
KODASP,NH_MERCHANT,pt_cre_dt,KODASP,NH_MERCHANT,,"cast(translate(substr(reg_date, 1, 7), '/', '') as bigint)"
KODASP,NH_MERCHANT,DATA_TYPE,KODASP,NH_MERCHANT,DATA_TYPE,
KODASP,NH_MERCHANT,MC_INFO_UPD_TMCNT,KODASP,NH_MERCHANT,REVISION_SEQ,
KODASP,NH_MERCHANT,BZNO,KODASP,NH_MERCHANT,BIZ_LICENSE_NO,
KODASP,NH_MERCHANT,MC_ID,KODASP,NH_MERCHANT,MCT_MNG_NO,
KODASP,NH_MERCHANT,MC_NM,KODASP,NH_MERCHANT,SIMPLE_NM,
KODASP,NH_MERCHANT,psno,KODASP,NH_MERCHANT,ZIP_CD,
KODASP,NH_MERCHANT,BSC_ADDR,KODASP,NH_MERCHANT,ADDR1,
KODASP,NH_MERCHANT,DTL_ADDR,KODASP,NH_MERCHANT,ADDR2,
KODASP,NH_MERCHANT,MC_REG_DT,KODASP,NH_MERCHANT,MCT_REG_DATE,
KODASP,NH_MERCHANT,MC_RSG_DT,KODASP,NH_MERCHANT,TEMNT_DATE,
KODASP,NH_MERCHANT,sls_temp_stop_yn,KODASP,NH_MERCHANT,SUSPENDED_YN,
KODASP,NH_MERCHANT,BZTP_CD,KODASP,NH_MERCHANT,BIZ_TYPE,
KODASP,NH_MERCHANT,BZTP_NM,KODASP,NH_MERCHANT,BIZ_NAME,
KODASP,NH_MERCHANT,ROAD_NM_ADDR_YN,KODASP,NH_MERCHANT,ADDR_NEW_OLD_TYPE,
KODASP,NH_MERCHANT,SL_CD,KODASP,NH_MERCHANT,SALES_CD,
KODASP,NH_MERCHANT,SYS_CRE_DTTM,KODASP,NH_MERCHANT,,"from_unixtime(unix_timestamp(REG_DATE, 'yyyy/MM/dd HH:mm:ss'))"
KODASP,NH_MERCHANT,SYS_UPD_DTTM,KODASP,NH_MERCHANT,,"from_unixtime(unix_timestamp(UPDATE_DATE, 'yyyy/MM/dd HH:mm:ss'))"
KODASP,NH_MERCHANT,SIDO_NM,KODASP,NH_MERCHANT,SI_DO_NM,
KODASP,NH_MERCHANT,SGG_NM,KODASP,NH_MERCHANT,SI_GUN_GU_NM,
KODASP,NH_MERCHANT,ADMD_NM,KODASP,NH_MERCHANT,ADMIN_DONG_NAME,
KODASP,NH_MERCHANT,ADMD_CD,KODASP,NH_MERCHANT,ADMIN_DONG_CODE,
KODASP,NH_MERCHANT,LGLD_NM,KODASP,NH_MERCHANT,LEGAL_DONG_NAME,
KODASP,NH_MERCHANT,LGLD_CD,KODASP,NH_MERCHANT,LEGAL_DONG_CODE,
KODASP,NH_MERCHANT,ROAD_NM_ADDR,KODASP,NH_MERCHANT,ROAD_NM,
KODASP,NH_MERCHANT,BLD_NO,KODASP,NH_MERCHANT,BUILDING_NO,
KODASP,NH_MERCHANT,SUB_BLD_NO,KODASP,NH_MERCHANT,SUB_BUILDING_NO,
KODASP,NH_MERCHANT,LATD,KODASP,NH_MERCHANT,LATITUDE,
KODASP,NH_MERCHANT,LOTD,KODASP,NH_MERCHANT,LONGITUDE,
KODASP,NH_MERCHANT,MC_FEERT,KODASP,NH_MERCHANT,MERCHANT_FEE_RATE,
KODASP,NH_MERCHANT,REPP_NM,KODASP,NH_MERCHANT,REPR_NM,
KODASP,NH_MERCHANT,MC_PHN_NO,KODASP,NH_MERCHANT,TEL_NO,
KODASP,NH_MERCHANT_HISTORY,NH_MC_HIST_SNO,KODASP,NH_MERCHANT_HISTORY,SEQ,
KODASP,NH_MERCHANT_HISTORY,DATA_CHG_CD,KODASP,NH_MERCHANT_HISTORY,TYPE,
KODASP,NH_MERCHANT_HISTORY,MC_INFO_UPD_TMCNT,KODASP,NH_MERCHANT_HISTORY,REVISION_SEQ,
KODASP,NH_MERCHANT_HISTORY,BAT_EXCU_DT,KODASP,NH_MERCHANT_HISTORY,TRIGGER_REG_DATE,
KODASP,NH_MERCHANT_HISTORY,DATA_TYPE,KODASP,NH_MERCHANT_HISTORY,DATA_TYPE,
KODASP,NH_MERCHANT_HISTORY,BZNO,KODASP,NH_MERCHANT_HISTORY,BIZ_LICENSE_NO,
KODASP,NH_MERCHANT_HISTORY,MC_ID,KODASP,NH_MERCHANT_HISTORY,MCT_MNG_NO,
KODASP,NH_MERCHANT_HISTORY,MC_NM,KODASP,NH_MERCHANT_HISTORY,SIMPLE_NM,
KODASP,NH_MERCHANT_HISTORY,MC_PSNO,KODASP,NH_MERCHANT_HISTORY,ZIP_CD,
